Pclass,Sex,Age,SibSp,Fare,AgeGroup,Fare_log,Fare_sqrt,IsChild,IsSenior,HighFare,FamilySize,IsAlone,Pclass_sq,Age_Fare
0.6692122062371387,-0.5739197559379918,0.4528261913886482,-0.43351470184643787,-0.4808710903819731,0.054515825249022064,-0.33077870093962,-0.4194938968634089,-0.1414213562373095,-0.1540215171241547,1.001784122738741,-0.43351470184643776,0.45436946739765194,0.7003579228389658,-0.33541583347902165
0.6692122062371387,1.7424038633513133,-1.6759628591898297,-0.43351470184643787,-0.5401066356754632,-1.8569452975448113,-0.43247221897640953,-0.5041866884416866,7.071067811865475,-0.1540215171241547,-0.9982190546862897,-0.43351470184643776,0.45436946739765194,0.7003579228389658,-0.7359459542294102
-0.7264310937592733,1.7424038633513133,-1.2028986257279457,1.8393988283951663,1.1631095841009413,-1.8569452975448113,1.2318567147247172,1.2687740898556952,-0.1414213562373095,-0.1540215171241547,1.001784122738741,1.8393988283951663,-2.2008521077073766,-0.9408316958438236,0.17003218310558385
0.6692122062371387,-0.5739197559379918,0.5710922497541192,-0.43351470184643787,-0.5381352767280958,0.054515825249022064,-0.4289760581161205,-0.5013161478584928,-0.1414213562373095,-0.1540215171241547,-0.9982190546862897,-0.43351470184643776,0.45436946739765194,0.7003579228389658,-0.3642485618708836
-0.7264310937592733,-0.5739197559379918,-1.3211646840934168,-0.43351470184643787,-0.21115506670803022,-1.8569452975448113,0.06174088840014314,-0.067816366546815,-0.1414213562373095,-0.1540215171241547,1.001784122738741,-0.43351470184643776,0.45436946739765194,-0.9408316958438236,-0.5260121827965778
-2.1220743937556854,-0.5739197559379918,-0.13850410043870676,-0.43351470184643787,1.326201626246602,0.054515825249022064,1.325733512559989,1.3987154382249534,-0.1414213562373095,-0.1540215171241547,1.001784122738741,-0.43351470184643776,0.45436946739765194,-1.9255454670534973,0.8543927046273614
-2.1220743937556854,-0.5739197559379918,-0.25677015880417775,-0.43351470184643787,1.5896055102140705,0.054515825249022064,1.4660759387544438,1.6003370159502432,-0.1414213562373095,-0.1540215171241547,1.001784122738741,-0.43351470184643776,0.45436946739765194,-1.9255454670534973,0.9691493209618983
-2.1220743937556854,-0.5739197559379918,-0.02023804207323576,-0.43351470184643787,1.5422170739792782,0.054515825249022064,1.4417647418231445,1.5647633593038992,-0.1414213562373095,-0.1540215171241547,1.001784122738741,-0.43351470184643776,0.45436946739765194,-1.9255454670534973,1.0819230596882068
0.6692122062371387,-0.5739197559379918,-0.13850410043870676,-0.43351470184643787,-0.6163261965155029,0.054515825249022064,-0.5742117895602027,-0.6181730460941338,-0.1414213562373095,-0.1540215171241547,-0.9982190546862897,-0.43351470184643776,0.45436946739765194,0.7003579228389658,-0.5374108187538605
0.6692122062371387,1.7424038633513133,-0.13850410043870676,-0.43351470184643787,-0.567753049374841,0.054515825249022064,-0.4823693731485475,-0.5448419814217875,-0.1414213562373095,-0.1540215171241547,-0.9982190546862897,-0.43351470184643776,0.45436946739765194,0.7003579228389658,-0.5026086004587524
